cores,time
1,62
2,61
3,53
4,49
5,46
6,47
7,45
8,46
9,44
10,58
11,61
12,64
13,63
14,62
15,61
16,61
17,62
18,62
19,62
20,61
21,61
22,59
23,60
24,58
25,57
26,56
27,55
28,56
29,55
30,55
31,59
32,54
33,53
34,54
35,53
36,53
37,53
38,54
39,52
40,52
