cores,time
1,1070
2,556
3,374
4,284
5,228
6,193
7,167
8,333
9,277
10,250
11,242
12,267
13,208
14,222
15,227
16,199
17,172
18,206
19,259
20,256
21,270
22,165
23,305
24,185
25,227
26,229
27,232
28,241
29,198
30,285
31,237
32,174
33,516
34,203
35,167
36,189
37,160
38,195
39,181
40,203
