cores,time
1,1032
2,518
3,349
4,261
5,212
6,176
7,153
8,137
9,127
10,117
11,119
12,107
13,105
14,109
15,109
16,109
17,106
18,110
19,111
20,113
21,103
22,106
23,106
24,104
25,108
26,115
27,107
28,111
29,106
30,116
31,112
32,106
33,108
34,108
35,118
36,111
37,103
38,114
39,116
40,122
