cores,time
1,1074
2,561
3,390
4,306
5,263
6,240
7,232
8,227
9,227
10,235
11,241
12,244
13,242
14,245
15,247
16,252
17,255
18,255
19,260
20,258
21,259
22,258
23,262
24,265
25,262
26,261
27,258
28,261
29,261
30,267
31,269
32,269
33,276
34,278
35,279
36,285
37,283
38,287
39,287
40,287
