cores,time
1,61
2,58
3,52
4,49
5,50
6,50
7,50
8,50
9,50
10,66
11,68
12,68
13,70
14,67
15,69
16,71
17,68
18,69
19,68
20,68
21,68
22,65
23,65
24,65
25,61
26,62
27,62
28,60
29,59
30,59
31,59
32,58
33,58
34,57
35,58
36,56
37,56
38,57
39,56
40,56
