cores,time
17,97
18,94
19,91
20,89
21,85
22,84
23,82
24,79
2,565
25,77
26,76
27,74
28,72
29,71
30,69
31,69
32,67
33,65
3,382
34,64
35,64
36,63
37,63
38,62
39,61
40,80
4,290
5,234
6,196
7,170
8,152
9,137
10,128
1,1094
11,123
12,118
13,114
14,110
15,103
16,101
