cores,time
1,110
2,58
3,40
4,32
5,27
6,25
7,24
8,24
9,24
10,25
11,25
12,26
13,26
14,27
15,26
16,27
17,27
18,27
19,28
20,27
21,28
22,27
23,28
24,27
25,28
26,28
27,28
28,28
29,28
30,30
31,29
32,30
33,30
34,30
35,31
36,31
37,31
38,32
39,32
40,32
