cores,time
1,110
2,57
3,39
4,30
5,25
6,22
7,19
8,18
9,17
10,16
11,17
12,16
13,41
14,17
15,17
16,17
17,17
18,17
19,17
20,17
21,17
22,17
23,17
24,16
25,16
26,17
27,17
28,17
29,17
30,18
31,17
32,54
33,19
34,49
35,18
36,18
37,19
38,20
39,18
40,19
