cores,time
1,110
2,57
3,39
4,30
5,24
6,21
7,18
8,17
9,15
10,14
11,14
12,13
13,13
14,12
15,12
16,12
17,11
18,11
19,10
20,10
21,10
22,10
23,9
24,9
25,9
26,9
27,9
28,39
29,9
30,9
31,9
32,9
33,28
34,9
35,9
36,14
37,9
38,9
39,9
40,12
