cores,time
1,1071
2,555
3,375
4,287
5,234
6,200
7,175
8,156
9,143
10,138
11,133
12,127
13,122
14,116
15,111
16,108
17,105
18,103
19,101
20,100
21,99
22,98
23,98
24,98
25,97
26,97
27,95
28,95
29,95
30,95
31,94
32,95
33,102
34,96
35,95
36,94
37,96
38,107
39,96
40,97
