cores,time
1,1065
2,553
3,374
4,283
5,229
6,193
7,169
8,150
9,137
10,131
11,126
12,121
13,115
14,110
15,103
16,100
17,96
18,93
19,89
20,86
21,84
22,82
23,78
24,77
25,76
26,73
27,71
28,70
29,69
30,67
31,66
32,65
33,63
34,62
35,63
36,61
37,60
38,60
39,60
40,60
