cores,time
1,167273
2,152132
3,148834
4,148993
5,152020
6,157319
7,146979
8,150275
9,162932
10,156002
11,151424
12,153055
13,150650
14,148726
15,166602
16,148209
17,145675
18,150476
19,151813
20,151970
21,147940
22,150057
23,150491
24,188510
25,153661
26,148170
27,154222
28,153459
29,154568
30,151914
31,154162
32,159093
33,150458
34,154853
35,155934
36,155392
37,153567
38,154230
39,194065
40,156462
