cores,time
1,58679
2,63191
3,61831
4,62034
5,61619
6,68299
7,61953
8,60406
9,63242
10,61620
11,59351
12,62453
13,60264
14,62540
15,67953
16,67860
17,65111
18,65856
19,64491
20,61096
21,66313
22,66173
23,64242
24,71023
25,63681
26,66142
27,64351
28,71840
29,67492
30,64064
31,65617
32,65500
33,64947
34,65528
35,66267
36,70096
37,80400
38,69177
39,69336
40,66522
