cores,time
1,34098
2,38318
3,37484
4,39849
5,46144
6,42198
7,41358
8,39551
9,41460
10,41871
11,43218
12,43186
13,40696
14,43852
15,49179
16,38762
17,39803
18,42576
19,39822
20,38889
21,37687
22,37607
23,46413
24,39342
25,40524
26,41360
27,41651
28,42097
29,45687
30,45543
31,51969
32,44106
33,41897
34,38373
35,40718
36,40429
37,49742
38,44991
39,57099
40,58258
