cores,time
1,31135
2,39122
3,35661
4,35835
5,37445
6,35737
7,39575
8,39033
9,35980
10,36618
11,39995
12,39791
13,40106
14,37460
15,49936
16,48876
17,39304
18,37128
19,36515
20,40282
21,37662
22,39951
23,41169
24,40316
25,46042
26,40919
27,37769
28,40610
29,40208
30,43271
31,43333
32,42431
33,43609
34,42134
35,38726
36,39753
37,41742
38,40722
39,57606
40,40842
