cores,time
1,1074
2,554
3,376
4,287
5,234
6,199
7,175
8,158
9,142
10,140
11,133
12,128
13,121
14,115
15,111
16,109
17,106
18,104
19,102
20,101
21,100
22,99
23,99
24,98
25,97
26,97
27,97
28,94
29,121
30,129
31,94
32,94
33,96
34,97
35,96
36,95
37,96
38,97
39,97
40,98
