cores,time
1,1071
2,559
3,386
4,306
5,262
6,240
7,230
8,227
9,226
10,234
11,241
12,243
13,245
14,246
15,247
16,252
17,253
18,257
19,259
20,260
21,259
22,258
23,261
24,261
25,261
26,260
27,261
28,261
29,264
30,264
31,267
32,265
33,274
34,280
35,280
36,284
37,284
38,284
39,289
40,294
