cores,time
1,6
2,6
3,6
4,6
5,6
6,5
7,6
8,5
9,6
10,7
11,7
12,8
13,8
14,7
15,8
16,7
17,7
18,8
19,7
20,7
21,8
22,8
23,7
24,7
25,7
26,7
27,7
28,7
29,7
30,7
31,7
32,7
33,7
34,7
35,7
36,7
37,8
38,7
39,8
40,8
