cores,time
1,110
2,57
3,39
4,30
5,25
6,22
7,19
8,18
9,17
10,17
11,16
12,16
13,16
14,16
15,16
16,16
17,16
18,16
19,17
20,17
21,16
22,17
23,17
24,17
25,16
26,17
27,17
28,17
29,17
30,17
31,17
32,17
33,18
34,19
35,21
36,19
37,18
38,18
39,20
40,18
