cores,time
1,73453
2,81191
3,92950
4,79369
5,99320
6,86071
7,85430
8,91569
9,89026
10,85448
11,91180
12,91489
13,86849
14,82984
15,84504
16,91504
17,87189
18,95537
19,96413
20,90349
21,85226
22,91621
23,88266
24,89599
25,86564
26,85944
27,95593
28,87592
29,92555
30,84331
31,89345
32,89146
33,89290
34,89167
35,91496
36,89585
37,87557
38,88739
39,87370
40,88738
