cores,time
1,55
2,56
3,53
4,48
5,47
6,45
7,48
8,47
9,46
10,59
11,63
12,64
13,64
14,63
15,63
16,64
17,63
18,64
19,64
20,64
21,63
22,61
23,60
24,59
25,58
26,57
27,57
28,55
29,55
30,55
31,55
32,54
33,54
34,53
35,52
36,53
37,53
38,52
39,53
40,51
