cores,time
1,1025
2,524
3,359
4,272
5,220
6,184
7,159
8,141
9,126
10,114
11,105
12,97
13,90
14,85
15,80
16,76
17,72
18,68
19,65
20,64
21,62
22,61
23,58
24,57
25,55
26,54
27,53
28,52
29,52
30,50
31,50
32,50
33,49
34,49
35,49
36,49
37,49
38,48
39,49
40,49
