cores,time
2,67
3,46
4,35
5,29
6,24
7,25
8,24
9,19
10,19
11,18
1,130
12,19
13,17
14,16
15,16
16,17
17,20
18,19
19,18
20,17
21,21
22,16
23,18
24,18
25,18
26,16
27,16
28,17
29,18
30,19
31,18
32,19
33,18
34,17
35,16
36,19
37,18
38,18
39,18
40,18
