cores,time
1,1068
2,551
3,374
4,283
5,229
6,192
7,167
8,148
9,134
10,127
11,120
12,117
13,112
14,108
15,103
16,99
17,95
18,92
19,90
20,86
21,84
22,81
23,79
24,77
25,74
26,73
27,71
28,71
29,68
30,68
31,67
32,65
33,64
34,63
35,63
36,61
37,61
38,60
39,63
40,60
