cores,time
1,159
2,102
3,78
4,68
5,57
6,53
7,51
8,49
9,47
10,55
11,61
12,62
13,61
14,62
15,61
16,61
17,61
18,61
19,59
20,61
21,60
22,59
23,59
24,58
25,58
26,57
27,56
28,56
29,53
30,53
31,54
32,54
33,53
34,51
35,52
36,52
37,52
38,51
39,51
40,53
