cores,time
1,1025
2,534
3,376
4,289
5,238
6,204
7,178
8,160
9,146
10,136
11,126
12,117
13,111
14,107
15,100
16,96
17,93
18,90
19,87
20,86
21,83
22,81
23,79
24,77
25,76
26,74
27,73
28,72
29,72
30,70
31,69
32,68
33,68
34,67
35,66
36,65
37,65
38,64
39,63
40,63
