cores,time
1,1070
2,554
3,374
4,284
5,231
6,196
7,172
8,154
9,140
10,134
11,129
12,123
13,117
14,112
15,105
16,101
17,97
18,95
19,93
20,90
21,87
22,83
23,81
24,79
25,77
26,75
27,74
28,72
29,70
30,70
31,70
32,69
33,69
34,90
35,68
36,69
37,66
38,67
39,67
40,66
