cores,time
1,60674
2,63048
3,62069
4,69369
5,63210
6,62138
7,61724
8,62086
9,60806
10,63258
11,61889
12,61244
13,64222
14,61020
15,61222
16,61569
17,54205
18,63936
19,62151
20,69091
21,64122
22,53422
23,55003
24,62675
25,58951
26,55222
27,70580
28,65682
29,59511
30,55206
31,57429
32,64338
33,66626
34,71611
35,66249
36,65437
37,61182
38,58537
39,60675
40,57140
