cores,time
1,34349
2,35538
3,38136
4,33852
5,43111
6,37349
7,35480
8,40734
9,36855
10,37358
11,35417
12,37711
13,35535
14,37596
15,42029
16,39894
17,39624
18,31688
19,33391
20,33225
21,33953
22,36635
23,37284
24,36257
25,34493
26,34988
27,33969
28,40341
29,37264
30,34669
31,38000
32,51101
33,48217
34,39995
35,35262
36,38075
37,42762
38,34104
39,37996
40,40279
