cores,time
1,1072
2,555
3,378
4,291
5,293
6,206
7,182
8,165
9,155
10,153
11,153
12,153
13,154
14,150
15,151
16,151
17,152
18,153
19,155
20,152
21,154
22,153
23,152
24,151
25,190
26,152
27,153
28,151
29,156
30,153
31,150
32,154
33,154
34,157
35,157
36,156
37,160
38,159
39,161
40,162
