cores,time
1,1070
2,553
3,374
4,284
5,231
6,196
7,172
8,153
9,139
10,133
11,130
12,122
13,116
14,110
15,105
16,101
17,97
18,93
19,92
20,89
21,86
22,84
23,81
24,79
25,77
26,75
27,74
28,72
29,71
30,70
31,69
32,68
33,68
34,86
35,67
36,65
37,66
38,67
39,106
40,66
