cores,time
1,1025
2,576
3,421
4,353
5,306
6,273
7,250
8,232
9,220
10,211
11,199
12,194
13,186
14,184
15,179
16,175
17,171
18,167
19,165
20,162
21,161
22,158
23,157
24,154
25,154
26,152
27,152
28,150
29,149
30,148
31,146
32,146
33,145
34,145
35,146
36,143
37,142
38,142
39,142
40,141
