cores,time
11,942
12,865
13,797
14,743
15,694
16,652
17,614
18,580
19,550
20,523
21,498
22,477
23,457
24,437
2,5162
25,419
26,404
27,389
28,375
29,364
30,352
31,343
32,334
33,325
3,3441
34,314
35,306
36,295
37,289
38,281
39,275
40,271
4,2585
5,2068
6,1723
7,1479
8,1297
9,1155
10,1042
1,10316
