cores,time
1,1067
2,550
3,373
4,283
5,228
6,192
7,166
8,147
9,134
10,126
11,120
12,116
13,112
14,106
15,102
16,99
17,93
18,91
19,88
20,86
21,83
22,81
23,78
24,76
25,75
26,72
27,72
28,70
29,68
30,67
31,66
32,64
33,63
34,62
35,60
36,61
37,60
38,59
39,59
40,59
