cores,time
1,1067
2,554
3,374
4,284
5,229
6,194
7,169
8,151
9,138
10,130
11,124
12,120
13,116
14,110
15,104
16,100
17,96
18,93
19,90
20,87
21,86
22,82
23,81
24,76
25,76
26,73
27,73
28,70
29,68
30,69
31,66
32,66
33,65
34,64
35,63
36,63
37,62
38,60
39,61
40,62
