cores,time
1,110
2,58
3,40
4,32
5,27
6,26
7,24
8,25
9,24
10,26
11,26
12,25
13,26
14,26
15,26
16,27
17,27
18,26
19,27
20,27
21,28
22,28
23,29
24,38
25,29
26,29
27,28
28,28
29,28
30,28
31,29
32,30
33,30
34,30
35,30
36,30
37,31
38,30
39,32
40,32
