cores,time
1,165
2,104
3,80
4,66
5,58
6,54
7,51
8,50
9,48
10,56
11,62
12,62
13,64
14,62
15,62
16,62
17,62
18,61
19,61
20,62
21,62
22,61
23,59
24,58
25,57
26,58
27,57
28,57
29,56
30,54
31,55
32,55
33,54
34,53
35,53
36,53
37,53
38,51
39,52
40,52
