cores,time
1,37287
2,35031
3,36302
4,35779
5,36940
6,35078
7,37785
8,37175
9,38162
10,35958
11,37010
12,37420
13,37248
14,35913
15,38233
16,40533
17,41730
18,37346
19,33887
20,36614
21,34242
22,37325
23,38202
24,36966
25,34264
26,39593
27,38684
28,39104
29,37349
30,35884
31,37934
32,41115
33,41430
34,40853
35,40257
36,39676
37,38551
38,39606
39,35377
40,35891
