cores,time
1,10312
2,5161
3,3443
4,2584
5,2067
6,1723
7,1478
8,1294
9,1150
10,1037
11,943
12,864
13,798
14,742
15,695
16,652
17,613
18,580
19,551
20,526
21,504
22,482
23,460
24,446
25,425
26,413
27,402
28,383
29,374
30,360
31,349
32,346
33,338
34,325
35,326
36,320
37,309
38,323
39,302
40,321
