cores,time
1,10316
2,5162
3,3442
4,2583
5,2068
6,1725
7,1479
8,1297
9,1150
10,1038
11,944
12,868
13,798
14,743
15,696
16,652
17,613
18,578
19,550
20,524
21,500
22,479
23,455
24,439
25,420
26,405
27,390
28,378
29,363
30,353
31,347
32,335
33,324
34,316
35,305
36,297
37,289
38,286
39,275
40,271
