cores,time
1,10311
2,5159
3,3443
4,2585
5,2067
6,1725
7,1479
8,1295
9,1150
10,1038
11,943
12,865
13,798
14,743
15,693
16,652
17,614
18,579
19,549
20,523
21,498
22,478
23,456
24,437
25,421
26,403
27,393
28,383
29,364
30,353
31,339
32,331
33,322
34,314
35,305
36,297
37,286
38,281
39,276
40,267
