cores,time
1,10317
2,5160
3,3443
4,2584
5,2068
6,1727
7,1480
8,1297
9,1157
10,1041
11,950
12,872
13,809
14,760
15,717
16,678
17,647
18,618
19,604
20,593
21,576
22,584
23,577
24,569
25,570
26,576
27,558
28,575
29,559
30,565
31,564
32,556
33,563
34,555
35,552
36,568
37,568
38,585
39,569
40,558
