cores,time
1,10316
2,5162
3,3445
4,2594
5,2096
6,1751
7,1537
8,1364
9,1241
10,1160
11,1112
12,1064
13,1064
14,1052
15,1070
16,1064
17,1045
18,1040
19,1048
20,1064
21,1059
22,1094
23,1063
24,1050
25,1076
26,1064
27,1063
28,1086
29,1067
30,1082
31,1071
32,1071
33,1045
34,1077
35,1102
36,1096
37,1070
38,1067
39,1053
40,1079
