cores,time
1,10322
2,5187
3,3517
4,2692
5,2287
6,2040
7,1976
8,1908
9,1910
10,1944
11,1937
12,1967
13,1936
14,1949
15,1922
16,1932
17,1924
18,1927
19,1936
20,1951
21,1923
22,1931
23,1946
24,1957
25,1931
26,1927
27,1938
28,1952
29,1963
30,1965
31,1926
32,1945
33,1931
34,1978
35,1962
36,1952
37,1937
38,1956
39,2004
40,2003
