cores,time
1,59
2,57
3,51
4,47
5,47
6,44
7,43
8,79
9,121
10,112
11,129
12,176
13,139
14,134
15,106
16,104
17,101
18,93
19,221
20,120
21,170
22,215
23,88
24,105
25,111
26,259
27,503
28,189
29,747
30,147
31,514
32,143
33,6315
34,237
35,177
36,7350
37,2195
38,325
39,1341
40,264
