cores,time
1,60
2,60
3,54
4,49
5,47
6,46
7,46
8,45
9,47
10,55
11,61
12,63
13,62
14,62
15,63
16,61
17,60
18,61
19,61
20,62
21,60
22,58
23,60
24,58
25,59
26,57
27,57
28,56
29,55
30,56
31,56
32,55
33,54
34,52
35,54
36,53
37,85
38,52
39,53
40,52
