cores,time
1,30098
2,34148
3,35619
4,42353
5,39316
6,43833
7,36585
8,40494
9,37738
10,35851
11,35276
12,36715
13,34624
14,41893
15,48671
16,33928
17,34527
18,36038
19,37563
20,35895
21,32607
22,39988
23,39636
24,44013
25,40955
26,35924
27,36079
28,41026
29,39891
30,41836
31,36982
32,46026
33,49331
34,39021
35,50131
36,48362
37,39313
38,37004
39,41129
40,41240
