cores,time
1,1094
2,564
3,383
4,290
5,233
6,197
7,171
8,151
9,135
10,130
11,124
12,117
13,112
14,110
15,104
16,100
17,97
18,94
19,91
20,89
21,86
22,83
23,81
24,78
25,77
26,75
27,74
28,72
29,70
30,69
31,67
32,67
33,66
34,65
35,65
36,63
37,64
38,62
39,61
40,60
