cores,time
14,98
15,94
16,89
17,86
18,83
19,80
20,81
21,80
22,75
23,76
24,75
2,567
25,74
26,74
27,72
28,72
29,71
30,69
31,70
32,68
33,67
3,381
34,66
35,66
36,66
37,66
38,64
39,63
40,64
4,288
5,233
6,196
7,169
8,149
9,134
10,125
1,1099
11,116
12,109
13,103
