cores,time
1,1025
2,522
3,350
4,269
5,216
6,181
7,156
8,137
9,122
10,111
11,101
12,93
13,87
14,81
15,76
16,73
17,68
18,66
19,63
20,60
21,58
22,56
23,54
24,53
25,52
26,50
27,49
28,48
29,47
30,46
31,46
32,46
33,46
34,45
35,45
36,45
37,46
38,45
39,48
40,47
